latitude;longitude;nome;municipio;UF;pop_max
-8,41;-37,05;ARCOVERDE - PE;ARCOVERDE;PE;2 044
-21,35;-46,14;AREADO - MG;AREADO;MG;41 416
-22,23;-43,1;AREAL - RJ;AREAL;RJ;77 742
-22,02;-48,91;AREALVA - SP;AREALVA;SP;13 881
-6,96;-35,69;AREIA - PB;AREIA;PB;11 828
-4,95;-37,13;AREIA BRANCA - RN;AREIA BRANCA;RN;8 130
-10,75;-37,31;AREIA BRANCA - SE;AREIA BRANCA;SE;22 633
-7,12;-36,94;AREIA DE BARAUNAS - PB;AREIA DE BARAUNAS;PB;24 093
-7,02;-35,9;AREIAL - PB;AREIAL;PB;18 081
-22,58;-44,69;AREIAS - SP;AREIAS;SP;2 005
-22,66;-48,66;AREIOPOLIS - SP;AREIOPOLIS;SP;7 128
-14,45;-56,84;ARENAPOLIS - MT;ARENAPOLIS;MT;3 577
-16,38;-51,56;ARENOPOLIS - GO;ARENOPOLIS;GO;10 130
-6,19;-35,16;ARES - RN;ARES;RN;10 576
-21,61;-42,83;ARGIRITA - MG;ARGIRITA;MG;2 946
-17,86;-42,55;ARICANDUVA - MG;ARICANDUVA;MG;13 251
-15,91;-46,1;ARINOS - MG;ARINOS;MG;2 688
-10,16;-59,45;ARIPUANA - MT;ARIPUANA;MT;4 719
-9,91;-63,04;ARIQUEMES - RO;ARIQUEMES;RO;17 272
-21,18;-48,78;ARIRANHA - SP;ARIRANHA;SP;24 626
-24,38;-51,58;ARIRANHA DO IVAI - PR;ARIRANHA DO IVAI;PR;96 833
-22,74;-41,88;ARMACAO DE BUZIOS - RJ;ARMACAO DE BUZIOS;RJ;7 602
-28,26;-49,01;ARMAZEM - SC;ARMAZEM;SC;2 329
-6,32;-40,16;ARNEIROZ - CE;ARNEIROZ;CE;40 006
-6,11;-41,79;AROAZES - PI;AROAZES;PI;8 834
-7,54;-35,7;AROEIRAS - PB;AROEIRAS;PB;7 429
-6,65;-42,53;ARRAIAL - PI;ARRAIAL;PI;5 369
-22,96;-42,02;ARRAIAL DO CABO - RJ;ARRAIAL DO CABO;RJ;18 705
-12,93;-46,93;ARRAIAS - TO;ARRAIAS;TO;2 690
-29,4;-51,94;ARROIO DO MEIO - RS;ARROIO DO MEIO;RS;4 520
-29,55;-49,88;ARROIO DO SAL - RS;ARROIO DO SAL;RS;30 986
-29,33;-53,09;ARROIO DO TIGRE - RS;ARROIO DO TIGRE;RS;10 287
-30,07;-51,72;ARROIO DOS RATOS - RS;ARROIO DOS RATOS;RS;21 958
-32,23;-53,08;ARROIO GRANDE - RS;ARROIO GRANDE;RS;2 599
-26,93;-51,33;ARROIO TRINTA - SC;ARROIO TRINTA;SC;11 057
-22,57;-47,17;ARTUR NOGUEIRA - SP;ARTUR NOGUEIRA;SP;12 058
-14,92;-51,08;ARUANA - GO;ARUANA;GO;14 601
-23,39;-46,32;ARUJA - SP;ARUJA;SP;17 558
-27,07;-52,45;ARVOREDO - SC;ARVOREDO;SC;3 556
-28,87;-52,17;ARVOREZINHA - RS;ARVOREZINHA;RS;51 456
-26,95;-49,37;ASCURRA - SC;ASCURRA;SC;8 300
-20,15;-50,72;ASPASIA - SP;ASPASIA;SP;86 678
-23,37;-50,84;ASSAI - PR;ASSAI;PR;2 510
-6,87;-39,87;ASSARE - CE;ASSARE;CE;10 322
-22,66;-50,41;ASSIS - SP;ASSIS;SP;8 319
-10,94;-69,56;ASSIS BRASIL - AC;ASSIS BRASIL;AC;1 842
-24,42;-53,52;ASSIS CHATEAUBRIAND - PR;ASSIS CHATEAUBRIAND;PR;13 797
-7,07;-36,73;ASSUNCAO - PB;ASSUNCAO;PB;21 697
-5,86;-41,03;ASSUNCAO DO PIAUI - PI;ASSUNCAO DO PIAUI;PI;101 409
-21,31;-42,86;ASTOLFO DUTRA - MG;ASTOLFO DUTRA;MG;8 100
-23,23;-51,66;ASTORGA - PR;ASTORGA;PR;36 808
-9,5;-36,02;ATALAIA - AL;ATALAIA;AL;56 496
-23,15;-52,05;ATALAIA - PR;ATALAIA;PR;4 152
-4,37;-70,19;ATALAIA DO NORTE - AM;ATALAIA DO NORTE;AM;7 452
-27,42;-49,78;ATALANTA - SC;ATALANTA;SC;14 138
-18,04;-41,11;ATALEIA - MG;ATALEIA;MG;25 475
-23,11;-46,55;ATIBAIA - SP;ATIBAIA;SP;37 512
-20,91;-41,19;ATILIO VIVACQUA - ES;ATILIO VIVACQUA;ES;3 980
-5,46;-47,88;AUGUSTINOPOLIS - TO;AUGUSTINOPOLIS;TO;15 314
-1,02;-46,64;AUGUSTO CORREA - PA;AUGUSTO CORREA;PA;3 227
-18,1;-44,26;AUGUSTO DE LIMA - MG;AUGUSTO DE LIMA;MG;13 736
-28,51;-53,99;AUGUSTO PESTANA - RS;AUGUSTO PESTANA;RS;158 647
-5,86;-37,31;AUGUSTO SEVERO - RN;AUGUSTO SEVERO;RN;10 540
-27,69;-52,04;AUREA - RS;AUREA;RS;17 484
-14,31;-39,32;AURELINO LEAL - BA;AURELINO LEAL;BA;44 573
-20,68;-50,55;AURIFLAMA - SP;AURIFLAMA;SP;4 538
-16,68;-50,46;AURILANDIA - GO;AURILANDIA;GO;7 149
-6,94;-38,96;AURORA - CE;AURORA;CE;3 396
-27,31;-49,63;AURORA - SC;AURORA;SC;11 179
-2,13;-47,56;AURORA DO PARA - PA;AURORA DO PARA;PA;13 692
-12,71;-46,4;AURORA DO TOCANTINS - TO;AURORA DO TOCANTINS;TO;3 284
-3,58;-59,13;AUTAZES - AM;AUTAZES;AM;23 714
-22,14;-49,33;AVAI - SP;AVAI;SP;6 780
-21,46;-49,95;AVANHANDAVA - SP;AVANHANDAVA;SP;23 774
-23,09;-48,92;AVARE - SP;AVARE;SP;3 342
-3,6;-55,33;AVEIRO - PA;AVEIRO;PA;41 564
-10,13;-43,94;AVELINO LOPES - PI;AVELINO LOPES;PI;4 483
-16,46;-49,75;AVELINOPOLIS - GO;AVELINOPOLIS;GO;11 263
-2,83;-44,05;AXIXA - MA;AXIXA;MA;92 805
-5,61;-47,76;AXIXA DO TOCANTINS - TO;AXIXA DO TOCANTINS;TO;18 290
-7,2;-47,75;BABACULANDIA - TO;BABACULANDIA;TO;10 866
-4,22;-44,78;BACABAL - MA;BACABAL;MA;2 868
-2,97;-44,31;BACABEIRA - MA;BACABEIRA;MA;11 790
-1,7;-45,13;BACURI - MA;BACURI;MA;10 262
-2,7;-44,73;BACURITUBA - MA;BACURITUBA;MA;7 880
-20,91;-49,44;BADY BASSITT - SP;BADY BASSITT;SP;103 711
-21,95;-44,89;BAEPENDI - MG;BAEPENDI;MG;16 966
-31,33;-54,1;BAGE - RS;BAGE;RS;16 290
-1,9;-50,16;BAGRE - PA;BAGRE;PA;5 252
-6,68;-34,93;BAIA DA TRAICAO - PB;BAIA DA TRAICAO;PB;27 260
-6,36;-35;BAIA FORMOSA - RN;BAIA FORMOSA;RN;18 366
-12,3;-44,53;BAIANOPOLIS - BA;BAIANOPOLIS;BA;117 938
-2,79;-49,67;BAIAO - PA;BAIAO;PA;31 892
-11,96;-40,16;BAIXA GRANDE - BA;BAIXA GRANDE;BA;9 224
-7,85;-45,21;BAIXA GRANDE DO RIBEIRO - PI;BAIXA GRANDE DO RIBEIRO;PI;8 825
-6,73;-38,71;BAIXIO - CE;BAIXIO;CE;13 614
-19,51;-41,01;BAIXO GUANDU - ES;BAIXO GUANDU;ES;51 641
-21,9;-49,35;BALBINOS - SP;BALBINOS;SP;18 220
-19,28;-43,95;BALDIM - MG;BALDIM;MG;13 272
-16,19;-52,54;BALIZA - GO;BALIZA;GO;5 704
-28,98;-49,41;BALNEARIO ARROIO DO SILVA - SC;BALNEARIO ARROIO DO SILVA;SC;30 674
-26,45;-48,61;BALNEARIO BARRA DO SUL - SC;BALNEARIO BARRA DO SUL;SC;3 887
-26,99;-48,63;BALNEARIO CAMBORIU - SC;BALNEARIO CAMBORIU;SC;7 492
-29,15;-49,57;BALNEARIO GAIVOTA - SC;BALNEARIO GAIVOTA;SC;3 351
-30,24;-50,23;BALNEARIO PINHAL - RS;BALNEARIO PINHAL;RS;15 820
-25,58;-49,63;BALSA NOVA - PR;BALSA NOVA;PR;14 912
-20,73;-49,58;BALSAMO - SP;BALSAMO;SP;139 155
-7,53;-46,03;BALSAS - MA;BALSAS;MA;15 669
-20;-45,97;BAMBUI - MG;BAMBUI;MG;27 127
-5,31;-38,92;BANABUIU - CE;BANABUIU;CE;14 955
-22,68;-44,32;BANANAL - SP;BANANAL;SP;15 981
-6,75;-35,63;BANANEIRAS - PB;BANANEIRAS;PB;13 395
-15,88;-40,55;BANDEIRA - MG;BANDEIRA;MG;9 596
-21,72;-46,38;BANDEIRA DO SUL - MG;BANDEIRA DO SUL;MG;101 767
-26,76;-53,63;BANDEIRANTE - SC;BANDEIRANTE;SC;23 546
-19,91;-54,36;BANDEIRANTES - MS;BANDEIRANTES;MS;17 195
-23,11;-50,36;BANDEIRANTES - PR;BANDEIRANTES;PR;9 969
-7,75;-48,58;BANDEIRANTES DO TOCANTINS - TO;BANDEIRANTES DO TOCANTINS;TO;23 134
-7,34;-50,39;BANNACH - PA;BANNACH;PA;4 741
-10,57;-38,61;BANZAE - BA;BANZAE;BA;5 943
-29,37;-51,49;BARAO - RS;BARAO;RS;3 144
-23,62;-49,56;BARAO DE ANTONINA - SP;BARAO DE ANTONINA;SP;31 273
-19,94;-43,48;BARAO DE COCAIS - MG;BARAO DE COCAIS;MG;7 940
-27,62;-52,38;BARAO DE COTEGIPE - RS;BARAO DE COTEGIPE;RS;3 407
-6,75;-43,02;BARAO DE GRAJAU - MA;BARAO DE GRAJAU;MA;4 031
-16,27;-55,95;BARAO DE MELGACO - MT;BARAO DE MELGACO;MT;11 958
-21,24;-42,23;BARAO DE MONTE ALTO - MG;BARAO DE MONTE ALTO;MG;6 461
-30,38;-51,73;BARAO DO TRIUNFO - RS;BARAO DO TRIUNFO;RS;3 531
-6,64;-36,25;BARAUNA - PB;BARAUNA;PB;30 778
-5,08;-37,61;BARAUNA - RN;BARAUNA;RN;7 144
-21,22;-43,77;BARBACENA - MG;BARBACENA;MG;18 984
-7,3;-39,3;BARBALHA - CE;BARBALHA;CE;7 253
-21,26;-49,94;BARBOSA - SP;BARBOSA;SP;4 964
-24,03;-52,01;BARBOSA FERRAZ - PR;BARBOSA FERRAZ;PR;5 889
-1,5;-48,62;BARCARENA - PA;BARCARENA;PA;26 913
-5,95;-35,92;BARCELONA - RN;BARCELONA;RN;4 762
-0,97;-62,92;BARCELOS - AM;BARCELOS;AM;125 317
-22,07;-48,74;BARIRI - SP;BARIRI;SP;75 033
-11,08;-43,14;BARRA - BA;BARRA;BA;5 640
-26,65;-53,44;BARRA BONITA - SC;BARRA BONITA;SC;10 795
-22,49;-48,55;BARRA BONITA - SP;BARRA BONITA;SP;126 650
-13,62;-41,32;BARRA DA ESTIVA - BA;BARRA DA ESTIVA;BA;3 986
-6,51;-42,11;BARRA D'ALCANTARA - PI;BARRA D'ALCANTARA;PI;18 834
-8,42;-35,65;BARRA DE GUABIRABA - PE;BARRA DE GUABIRABA;PE;31 595
-6,72;-36,06;BARRA DE SANTA ROSA - PB;BARRA DE SANTA ROSA;PB;51 092
-7,52;-36;BARRA DE SANTANA - PB;BARRA DE SANTANA;PB;34 346
-9,4;-35,5;BARRA DE SANTO ANTONIO - AL;BARRA DE SANTO ANTONIO;AL;1 668
-18,75;-40,89;BARRA DE SAO FRANCISCO - ES;BARRA DE SAO FRANCISCO;ES;26 026
-9,84;-35,9;BARRA DE SAO MIGUEL - AL;BARRA DE SAO MIGUEL;AL;3 995
-7,75;-36,31;BARRA DE SAO MIGUEL - PB;BARRA DE SAO MIGUEL;PB;12 263
-15,07;-57,18;BARRA DO BUGRES - MT;BARRA DO BUGRES;MT;12 904
-24,47;-49,02;BARRA DO CHAPEU - SP;BARRA DO CHAPEU;SP;8 059
-14,88;-40,57;BARRA DO CHOCA - BA;BARRA DO CHOCA;BA;16 365
-5,5;-45,24;BARRA DO CORDA - MA;BARRA DO CORDA;MA;42 498
-15,89;-52,25;BARRA DO GARCAS - MT;BARRA DO GARCAS;MT;7 944
-27,19;-53,71;BARRA DO GUARITA - RS;BARRA DO GUARITA;RS;5 906
-23,11;-50,18;BARRA DO JACARE - PR;BARRA DO JACARE;PR;29 403
-11,81;-42,05;BARRA DO MENDES - BA;BARRA DO MENDES;BA;5 179
-7,68;-47,68;BARRA DO OURO - TO;BARRA DO OURO;TO;36 539
-22,47;-43,82;BARRA DO PIRAI - RJ;BARRA DO PIRAI;RJ;84 532
-30,2;-57,55;BARRA DO QUARAI - RS;BARRA DO QUARAI;RS;69 210
-30,29;-51,3;BARRA DO RIBEIRO - RS;BARRA DO RIBEIRO;RS;3 161
-27,4;-52,41;BARRA DO RIO AZUL - RS;BARRA DO RIO AZUL;RS;2 814
-14,21;-39,6;BARRA DO ROCHA - BA;BARRA DO ROCHA;BA;13 836
-24,75;-48,5;BARRA DO TURVO - SP;BARRA DO TURVO;SP;4 476
-10,9;-37,03;BARRA DOS COQUEIROS - SE;BARRA DOS COQUEIROS;SE;92 883
-27,92;-53,03;BARRA FUNDA - RS;BARRA FUNDA;RS;4 241
-20,28;-43,04;BARRA LONGA - MG;BARRA LONGA;MG;12 225
-22,54;-44,17;BARRA MANSA - RJ;BARRA MANSA;RJ;1 696
-26,63;-48,68;BARRA VELHA - SC;BARRA VELHA;SC;5 775
-26,25;-53,63;BARRACAO - PR;BARRACAO;PR;6 876
-27,67;-51,46;BARRACAO - RS;BARRACAO;RS;41 511
-4,24;-42,29;BARRAS - PI;BARRAS;PI;2 498
-4,28;-38,64;BARREIRA - CE;BARREIRA;CE;5 666
-12,15;-44,99;BARREIRAS - BA;BARREIRAS;BA;169 894
-9,92;-45,47;BARREIRAS DO PIAUI - PI;BARREIRAS DO PIAUI;PI;45 369
-2,79;-57,07;BARREIRINHA - AM;BARREIRINHA;AM;9 759
-2,74;-42,82;BARREIRINHAS - MA;BARREIRINHAS;MA;4 831
-8,81;-35,18;BARREIROS - PE;BARREIROS;PE;47 938
-20,55;-48,56;BARRETOS - SP;BARRETOS;SP;22 392
-21,19;-48,16;BARRINHA - SP;BARRINHA;SP;159 734
-7,17;-38,78;BARRO - CE;BARRO;CE;3 264
-11,76;-41,91;BARRO ALTO - BA;BARRO ALTO;BA;31 051
-14,97;-48,91;BARRO ALTO - GO;BARRO ALTO;GO;65 589
-5,81;-42,51;BARRO DURO - PI;BARRO DURO;PI;40 121
-14,81;-39,47;BARRO PRETO - BA;BARRO PRETO;BA;122 485
-9,83;-48,72;BARROLANDIA - TO;BARROLANDIA;TO;32 092
-3,01;-41,13;BARROQUINHA - CE;BARROQUINHA;CE;19 381
-29,09;-52,58;BARROS CASSAL - RS;BARROS CASSAL;RS;13 453
-21,18;-43,97;BARROSO - MG;BARROSO;MG;10 371
-23,51;-46,87;BARUERI - SP;BARUERI;SP;6 640
-21,92;-50,73;BASTOS - SP;BASTOS;SP;5 833
-21,71;-52,42;BATAGUASSU - MS;BATAGUASSU;MS;15 203
-22,29;-53,27;BATAIPORA - MS;BATAIPORA;MS;4 846
-9,67;-37,12;BATALHA - AL;BATALHA;AL;14 567
-4,02;-42,07;BATALHA - PI;BATALHA;PI;9 296
-20,89;-47,58;BATATAIS - SP;BATATAIS;SP;20 080
-4,32;-38,88;BATURITE - CE;BATURITE;CE;316 473
-22,31;-49,06;BAURU - SP;BAURU;SP;21 503
-7,12;-34,93;BAYEUX - PB;BAYEUX;PB;23 031
-20,94;-48,47;BEBEDOURO - SP;BEBEDOURO;SP;26 300
-4,18;-38,13;BEBERIBE - CE;BEBERIBE;CE;16 448
-3,05;-40,16;BELA CRUZ - CE;BELA CRUZ;CE;58 402
-22,1;-56,52;BELA VISTA - MS;BELA VISTA;MS;10 712
-25,88;-53,66;BELA VISTA DA CAROBA - PR;BELA VISTA DA CAROBA;PR;35 218
-16,97;-48,95;BELA VISTA DE GOIAS - GO;BELA VISTA DE GOIAS;GO;379 146
-19,83;-43,09;BELA VISTA DE MINAS - MG;BELA VISTA DE MINAS;MG;82 742
-3,73;-45,31;BELA VISTA DO MARANHAO - MA;BELA VISTA DO MARANHAO;MA;76 373
-22,99;-51,19;BELA VISTA DO PARAISO - PR;BELA VISTA DO PARAISO;PR;53 114
-7,98;-41,86;BELA VISTA DO PIAUI - PI;BELA VISTA DO PIAUI;PI;32 775
-26,27;-50,46;BELA VISTA DO TOLDO - SC;BELA VISTA DO TOLDO;SC;21 613
-3,15;-43,51;BELAGUA - MA;BELAGUA;MA;4 031
-9,57;-36,49;BELEM - AL;BELEM;AL;34 445
-1,45;-48,5;BELEM - PA;BELEM;PA;10 167
-6,74;-35,51;BELEM - PB;BELEM;PB;11 750
-8,61;-35,8;BELEM DE MARIA - PE;BELEM DE MARIA;PE;14 833
-8,75;-38,96;BELEM DE SAO FRANCISCO - PE;BELEM DE SAO FRANCISCO;PE;4 091
-6,18;-37,53;BELEM DO BREJO DO CRUZ - PB;BELEM DO BREJO DO CRUZ;PB;5 872
-7,37;-40,97;BELEM DO PIAUI - PI;BELEM DO PIAUI;PI;8 460
-22,76;-43,39;BELFORD ROXO - RJ;BELFORD ROXO;RJ;1 303 403
-21,94;-43,41;BELMIRO BRAGA - MG;BELMIRO BRAGA;MG;16 401
-15,86;-38,88;BELMONTE - BA;BELMONTE;BA;4 722
-26,84;-53,57;BELMONTE - SC;BELMONTE;SC;10 378
-15,03;-41,26;BELO CAMPO - BA;BELO CAMPO;BA;6 268
-19,81;-43,95;BELO HORIZONTE - MG;BELO HORIZONTE;MG;3 423
-8,33;-36,42;BELO JARDIM - PE;BELO JARDIM;PE;18 301
-9,82;-37,28;BELO MONTE - AL;BELO MONTE;AL;483 087
-19,22;-42,48;BELO ORIENTE - MG;BELO ORIENTE;MG;3 244
-20,4;-44,02;BELO VALE - MG;BELO VALE;MG;20 121
-2,63;-54,93;BELTERRA - PA;BELTERRA;PA;2 658
-5,45;-42,36;BENEDITINOS - PI;BENEDITINOS;PI;18 412
-7,22;-44,55;BENEDITO LEITE - MA;BENEDITO LEITE;MA;2 315 560
-26,78;-49,36;BENEDITO NOVO - SC;BENEDITO NOVO;SC;79 507
-1,36;-48,24;BENEVIDES - PA;BENEVIDES;PA;5 936
-4,38;-70,03;BENJAMIN CONSTANT - AM;BENJAMIN CONSTANT;AM;23 928
-27,51;-52,59;BENJAMIN CONSTANT DO SUL - RS;BENJAMIN CONSTANT DO SUL;RS;8 627
-21,27;-50,81;BENTO DE ABREU - SP;BENTO DE ABREU;SP;18 099
-5,69;-35,82;BENTO FERNANDES - RN;BENTO FERNANDES;RN;9 929
-29,17;-51,51;BENTO GONCALVES - RS;BENTO GONCALVES;RS;5 469
-2,44;-44,78;BEQUIMAO - MA;BEQUIMAO;MA;10 520
-16,95;-42,46;BERILO - MG;BERILO;MG;63 567
-15,61;-41,74;BERIZAL - MG;BERIZAL;MG;37 648
-6,45;-38,55;BERNARDINO BATISTA - PB;BERNARDINO BATISTA;PB;2 082
-23,01;-49,47;BERNARDINO DE CAMPOS - SP;BERNARDINO DE CAMPOS;SP;2 606
-4,58;-44,76;BERNARDO DO MEARIM - MA;BERNARDO DO MEARIM;MA;4 807
-7,87;-48,88;BERNARDO SAYAO - TO;BERNARDO SAYAO;TO;123 151
-23,85;-46,13;BERTIOGA - SP;BERTIOGA;SP;19 584
-7,64;-43,95;BERTOLINIA - PI;BERTOLINIA;PI;9 826
-17,06;-40,57;BERTOPOLIS - MG;BERTOPOLIS;MG;4 201
-3,89;-61,37;BERURI - AM;BERURI;AM;3 504
-8,27;-38,03;BETANIA - PE;BETANIA;PE;11 607
-8,14;-40,79;BETANIA DO PIAUI - PI;BETANIA DO PIAUI;PI;5 840
-19,96;-44,19;BETIM - MG;BETIM;MG;4 229
-8,23;-35,79;BEZERROS - PE;BEZERROS;PE;64 188
-21,6;-43,75;BIAS FORTES - MG;BIAS FORTES;MG;5 562
-21,72;-43,05;BICAS - MG;BICAS;MG;4 451
-27,49;-48,65;BIGUACU - SC;BIGUACU;SC;20 718
-21,4;-50,47;BILAC - SP;BILAC;SP;11 232
-18,78;-45,5;BIQUINHAS - MG;BIQUINHAS;MG;6 220
-21,28;-50,34;BIRIGUI - SP;BIRIGUI;SP;411 846
-23,57;-46,03;BIRITIBA-MIRIM - SP;BIRITIBA-MIRIM;SP;61 694
-11,61;-38,8;BIRITINGA - BA;BIRITINGA;BA;3 361
-26,16;-51,55;BITURUNA - PR;BITURUNA;PR;13 978
-26,91;-49,06;BLUMENAU - SC;BLUMENAU;SC;76 773
-18,54;-40,29;BOA ESPERANCA - ES;BOA ESPERANCA;ES;7 319
-21,09;-45,56;BOA ESPERANCA - MG;BOA ESPERANCA;MG;2 383
-24,24;-52,78;BOA ESPERANCA - PR;BOA ESPERANCA;PR;118 979
-25,63;-53,21;BOA ESPERANCA DO IGUACU - PR;BOA ESPERANCA DO IGUACU;PR;29 683
-21,99;-48,39;BOA ESPERANCA DO SUL - SP;BOA ESPERANCA DO SUL;SP;15 146
-4,41;-42,08;BOA HORA - PI;BOA HORA;PI;15 533
-14,36;-40,2;BOA NOVA - BA;BOA NOVA;BA;361 261
-7,41;-38,21;BOA VENTURA - PB;BOA VENTURA;PB;39 848
-24,86;-51,62;BOA VENTURA DE SAO ROQUE - PR;BOA VENTURA DE SAO ROQUE;PR;13 608
-5,12;-39,73;BOA VIAGEM - CE;BOA VIAGEM;CE;4 558
-7,25;-36,24;BOA VISTA - PB;BOA VISTA;PB;2 455
2,82;-60,67;BOA VISTA - RR;BOA VISTA;RR;12 978
-25,43;-53,4;BOA VISTA DA APARECIDA - PR;BOA VISTA DA APARECIDA;PR;6 902
-27,66;-53,31;BOA VISTA DAS MISSOES - RS;BOA VISTA DAS MISSOES;RS;13 690
-27,66;-54,11;BOA VISTA DO BURICA - RS;BOA VISTA DO BURICA;RS;9 051
-1,78;-46,3;BOA VISTA DO GURUPI - MA;BOA VISTA DO GURUPI;MA;5 207
-2,97;-57,59;BOA VISTA DO RAMOS - AM;BOA VISTA DO RAMOS;AM;6 378
-29,35;-51,67;BOA VISTA DO SUL - RS;BOA VISTA DO SUL;RS;50 411
-12,66;-40,6;BOA VISTA DO TUPIM - BA;BOA VISTA DO TUPIM;BA;413 486
-9,64;-36,22;BOCA DA MATA - AL;BOCA DA MATA;AL;6 377
-8,75;-67,39;BOCA DO ACRE - AM;BOCA DO ACRE;AM;7 924
-6,94;-41,32;BOCAINA - PI;BOCAINA;PI;1 933
-22,13;-48,51;BOCAINA - SP;BOCAINA;SP;6 966
-22,16;-44,39;BOCAINA DE MINAS - MG;BOCAINA DE MINAS;MG;2 229
-27,74;-49,94;BOCAINA DO SUL - SC;BOCAINA DO SUL;SC;7 574
-17,1;-43,81;BOCAIUVA - MG;BOCAIUVA;MG;2 271
-25,2;-49,11;BOCAIUVA DO SUL - PR;BOCAIUVA DO SUL;PR;23 785
-5,98;-36,41;BODO - RN;BODO;RN;2 779
-7,77;-39,94;BODOCO - PE;BODOCO;PE;16 873
-20,53;-56,71;BODOQUENA - MS;BODOQUENA;MS;21 187
-23,1;-48,25;BOFETE - SP;BOFETE;SP;35 447
-23,28;-47,67;BOITUVA - SP;BOITUVA;SP;11 259
-9,17;-36,68;BOM CONSELHO - PE;BOM CONSELHO;PE;4 078
-19,73;-45,25;BOM DESPACHO - MG;BOM DESPACHO;MG;5 348
-3,56;-45,99;BOM JARDIM - MA;BOM JARDIM;MA;3 515
-7,79;-35,58;BOM JARDIM - PE;BOM JARDIM;PE;48 032
-22,15;-42,41;BOM JARDIM - RJ;BOM JARDIM;RJ;13 299
-28,33;-49,62;BOM JARDIM DA SERRA - SC;BOM JARDIM DA SERRA;SC;2 306
-16,21;-52,17;BOM JARDIM DE GOIAS - GO;BOM JARDIM DE GOIAS;GO;34 478
-21,94;-44,19;BOM JARDIM DE MINAS - MG;BOM JARDIM DE MINAS;MG;8 567
-6,81;-38,65;BOM JESUS - PB;BOM JESUS;PB;10 460
-9,07;-44,35;BOM JESUS - PI;BOM JESUS;PI;61 081
-5,98;-35,58;BOM JESUS - RN;BOM JESUS;RN;44 294
-28,66;-50,41;BOM JESUS - RS;BOM JESUS;RS;51 737
-26,73;-52,39;BOM JESUS - SC;BOM JESUS;SC;37 629
-13,25;-43,41;BOM JESUS DA LAPA - BA;BOM JESUS DA LAPA;BA;33 100
-21,01;-46,52;BOM JESUS DA PENHA - MG;BOM JESUS DA PENHA;MG;28 102
-14,37;-40,5;BOM JESUS DA SERRA - BA;BOM JESUS DA SERRA;BA;4 026
-4,42;-46,76;BOM JESUS DAS SELVAS - MA;BOM JESUS DAS SELVAS;MA;7 826
-18,21;-49,74;BOM JESUS DE GOIAS - GO;BOM JESUS DE GOIAS;GO;6 783
-19,7;-43,47;BOM JESUS DO AMPARO - MG;BOM JESUS DO AMPARO;MG;28 796
-19,82;-42,31;BOM JESUS DO GALHO - MG;BOM JESUS DO GALHO;MG;11 202
-21,13;-41,68;BOM JESUS DO ITABAPOANA - RJ;BOM JESUS DO ITABAPOANA;RJ;9 952
-21,11;-41,67;BOM JESUS DO NORTE - ES;BOM JESUS DO NORTE;ES;2 777
-26,69;-53,09;BOM JESUS DO OESTE - SC;BOM JESUS DO OESTE;SC;2 286
-26,19;-53,59;BOM JESUS DO SUL - PR;BOM JESUS DO SUL;PR;65 550
-5,05;-48,6;BOM JESUS DO TOCANTINS - PA;BOM JESUS DO TOCANTINS;PA;4 474
-8,96;-48,16;BOM JESUS DO TOCANTINS - TO;BOM JESUS DO TOCANTINS;TO;9 730
-23,13;-46,46;BOM JESUS DOS PERDOES - SP;BOM JESUS DOS PERDOES;SP;28 599
-4,22;-45,03;BOM LUGAR - MA;BOM LUGAR;MA;23 958
-29,48;-51,35;BOM PRINCIPIO - RS;BOM PRINCIPIO;RS;5 631
-3,19;-41,64;BOM PRINCIPIO DO PIAUI - PI;BOM PRINCIPIO DO PIAUI;PI;7 280
-27,54;-53,86;BOM PROGRESSO - RS;BOM PROGRESSO;RS;14 536
-22,47;-46,14;BOM REPOUSO - MG;BOM REPOUSO;MG;35 173
-27,79;-49,48;BOM RETIRO - SC;BOM RETIRO;SC;10 254
-29,6;-51,94;BOM RETIRO DO SUL - RS;BOM RETIRO DO SUL;RS;2 187
-21,03;-44,75;BOM SUCESSO - MG;BOM SUCESSO;MG;3 980
-6,44;-37,92;BOM SUCESSO - PB;BOM SUCESSO;PB;18 005
-23,71;-51,76;BOM SUCESSO - PR;BOM SUCESSO;PR;4 038
-24,31;-49,14;BOM SUCESSO DE ITARARE - SP;BOM SUCESSO DE ITARARE;SP;22 006
-26,07;-52,83;BOM SUCESSO DO SUL - PR;BOM SUCESSO DO SUL;PR;12 212
-27,13;-48,51;BOMBINHAS - SC;BOMBINHAS;SC;13 142
-20,32;-44,23;BONFIM - MG;BONFIM;MG;5 636
3,36;-59,83;BONFIM - RR;BONFIM;RR;2 096
-9,16;-42,87;BONFIM DO PIAUI - PI;BONFIM DO PIAUI;PI;12 649
-16,61;-48,96;BONFINOPOLIS - GO;BONFINOPOLIS;GO;8 418
-16,56;-45,99;BONFINOPOLIS DE MINAS - MG;BONFINOPOLIS DE MINAS;MG;12 294
-12,7;-41,82;BONINAL - BA;BONINAL;BA;17 151
-11,96;-41,26;BONITO - BA;BONITO;BA;6 581
-21,12;-56,48;BONITO - MS;BONITO;MS;4 661
-1,36;-47,3;BONITO - PA;BONITO;PA;3 555
-8,47;-35,72;BONITO - PE;BONITO;PE;3 202
-15,32;-44,75;BONITO DE MINAS - MG;BONITO DE MINAS;MG;25 058
